Feature,Day,Albumin,Cell,Cell Seeding,Co-Cell Seeding,Co-Cell Seeding-2,Scaffold,Scaffold-1-Con,Scaffold-2-Con,Scaffold-3-Con,Modification,Modi-1-Con,Modi-2-Con,Cross-linking,Pore Size,Thick,Diameter,Porosity,Water uptake ratio,Young,Flow Rate,Fabrication,Fabr-para1,Fabr-para2,Fabr-para3
20-Hep+3T3,52,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,20.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3,53,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,20.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3,54,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,20.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3,55,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,20.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3,56,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,20.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3,57,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,20.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3,58,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,20.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3,59,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,20.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3,60,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,20.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),2,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),4,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),6,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),8,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),9,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),10,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),11,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),12,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),13,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),14,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),15,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),16,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),17,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),18,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),19,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),20,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),21,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),22,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),23,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),24,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),25,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),26,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),27,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),28,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),29,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),30,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),31,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),32,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),33,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),34,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),35,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),36,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),37,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),38,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),39,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),40,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),41,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),42,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),43,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),44,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),45,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),46,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),47,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),48,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),49,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),50,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),51,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),52,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),53,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),54,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),55,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),56,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),57,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),58,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),59,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep(High O2),60,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),2,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),4,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),6,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),8,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),9,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),10,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),11,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),12,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),13,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),14,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),15,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),16,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),17,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),18,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),19,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),20,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),21,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),22,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),23,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),24,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),25,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),26,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),27,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),28,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),29,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),30,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),31,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),32,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),33,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),34,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),35,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),36,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),37,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),38,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),39,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),40,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),41,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),42,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),43,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),44,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),45,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),46,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),47,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),48,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),49,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),50,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),51,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),52,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),53,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),54,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),55,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),56,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),57,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),58,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),59,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Hep+3T3(High O2),60,,10.17,30.0,10.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),1,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),3,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),4,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),6,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),8,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),9,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),11,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),13,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),14,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),16,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),18,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),19,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),21,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),22,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),23,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),25,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),26,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),27,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),29,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),30,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),31,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),32,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),33,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),34,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),35,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),36,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),37,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),38,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),39,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),40,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),41,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),42,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),43,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),44,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),45,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),46,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
20-Fiber(+O2),47,,10.0,30.0,-1.0,-1.0,17.5,0.7,0.023,-1.0,13.0,35.0,-1.0,,,,0.08,,,,0,9.0,1.0,0.72,
