Feature,Day,Albumin,Cell,Cell Seeding,Co-Cell Seeding,Co-Cell Seeding-2,Scaffold,Scaffold-1-Con,Scaffold-2-Con,Scaffold-3-Con,Modification,Modi-1-Con,Modi-2-Con,Cross-linking,Pore Size,Thick,Diameter,Porosity,Water uptake ratio,Young,Flow Rate,Fabrication,Fabr-para1,Fabr-para2,Fabr-para3
1-PLGA-Flow,22,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,23,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,24,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,25,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,26,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,27,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,28,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,29,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,30,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,31,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,32,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,33,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,34,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,35,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,36,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,37,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,38,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,39,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,40,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,41,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,42,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,43,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,44,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,45,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,46,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,47,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,48,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,49,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,50,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,51,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,52,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,53,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,54,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,55,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,56,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,57,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,58,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,59,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
1-PLGA-Flow,60,,8.0,10.0,-1.0,-1.0,12.0,8.0,-1.0,-1.0,2.0,0.002,-1.0,,28.4,3.0,6.0,96.0,,,0,1.0,0.5,20.0,13.4
2-perfused,5,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,6,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,7,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,8,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,9,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,10,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,11,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,12,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,13,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,14,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,15,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,16,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,17,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,18,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,19,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,20,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,21,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,22,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,23,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,24,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,25,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,26,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,27,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,28,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,29,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,30,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,31,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,32,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,33,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,34,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,35,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,36,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,37,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,38,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,39,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,40,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,41,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,42,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,43,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,44,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,45,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,46,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,47,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,48,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,49,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,50,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,51,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,52,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,53,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,54,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,55,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,56,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,57,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,58,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,59,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-perfused,60,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,25,8.0,187.0,6.0,25.0
2-static,5,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,6,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,7,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,8,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,9,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,10,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,11,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,12,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,13,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,14,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,15,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,16,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,17,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,18,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,19,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,20,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,21,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,22,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,23,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,24,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,25,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,26,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,27,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,28,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,29,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,30,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,31,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,32,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,33,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,34,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,35,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,36,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,37,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,38,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,39,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,40,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,41,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,42,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,43,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,44,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,45,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,46,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,47,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,48,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,49,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,50,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,51,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,52,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,53,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,54,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,55,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,56,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,57,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,58,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,59,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
2-static,60,,8.0,40.0,-1.0,-1.0,3.0,,-1.0,-1.0,1.0,,-1.0,,3.0,0.2,0.3,,,,0,8.0,187.0,6.0,25.0
3-PLLA Scaffold,2,,1.0,50.0,-1.0,-1.0,1.0,,-1.0,-1.0,4.1,64.8,0.05,,,0.5,8.0,,,,0,3.2,,0.05,80.0
3-PLLA Scaffold,4,,1.0,50.0,-1.0,-1.0,1.0,,-1.0,-1.0,4.1,64.8,0.05,,,0.5,8.0,,,,0,3.2,,0.05,80.0
3-PLLA Scaffold,5,,1.0,50.0,-1.0,-1.0,1.0,,-1.0,-1.0,4.1,64.8,0.05,,,0.5,8.0,,,,0,3.2,,0.05,80.0
3-PLLA Scaffold,6,,1.0,50.0,-1.0,-1.0,1.0,,-1.0,-1.0,4.1,64.8,0.05,,,0.5,8.0,,,,0,3.2,,0.05,80.0
