Feature,Day,Albumin,Cell,Cell Seeding,Co-Cell Seeding,Co-Cell Seeding-2,Scaffold,Scaffold-1-Con,Scaffold-2-Con,Scaffold-3-Con,Modification,Modi-1-Con,Modi-2-Con,Cross-linking,Pore Size,Thick,Diameter,Porosity,Water uptake ratio,Young,Flow Rate,Design,Desi-para1,Desi-para2,Desi-para3
13-Coculture,15,5.763,10.11,0.8,0.1,-1,13,5.9,-1,-1,10.1,,0.08,,462,2.5,5,,,,0,5,1,4,1
14-Hep,1,45.455,10,0.2,-1,-1,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep,3,28.571,10,0.2,-1,-1,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep,5,18.615,10,0.2,-1,-1,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep,7,10.39,10,0.2,-1,-1,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep,10,5.844,10,0.2,-1,-1,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep,15,2.165,10,0.2,-1,-1,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep-Fib,1,58.442,10.13,0.2,0.3,-1,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep-Fib,3,55.628,10.13,0.2,0.3,-1,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep-Fib,5,48.918,10.13,0.2,0.3,-1,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep-Fib,7,45.455,10.13,0.2,0.3,-1,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep-Fib,10,41.126,10.13,0.2,0.3,-1,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep-Fib,15,36.364,10.13,0.2,0.3,-1,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep-Fib-EC,1,70.996,10.1307,0.2,0.3,0.15,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep-Fib-EC,3,68.831,10.1307,0.2,0.3,0.15,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep-Fib-EC,5,65.584,10.1307,0.2,0.3,0.15,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep-Fib-EC,7,62.554,10.1307,0.2,0.3,0.15,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep-Fib-EC,10,58.442,10.1307,0.2,0.3,0.15,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
14-Hep-Fib-EC,15,55.628,10.1307,0.2,0.3,0.15,10.11,15,-1,-1,-1,-1,-1,,25.6,0.4,15,,,,0,1,0.6,20,
15-GEVAC,14,0.097,15,0.052,-1,-1,9.33,0.715,0.285,-1,-1,-1,-1,,90.2,2,10,75.7,,,0,2,,80,48
15-GEVAC,28,0.255,15,0.052,-1,-1,9.33,0.715,0.285,-1,-1,-1,-1,,90.2,2,10,75.7,,,0,2,,80,48
15-CH1,14,0.059,15,0.052,-1,-1,14.34,1.9,3.96,-1,-1,-1,-1,,187,2,10,,,,0,2,,80,48
15-CH1,28,0.173,15,0.052,-1,-1,14.34,1.9,3.96,-1,-1,-1,-1,,187,2,10,,,,0,2,,80,48
15-DG1,14,0.055,15,0.052,-1,-1,9.35,,,-1,-1,-1,-1,,150,2,10,,,,0,2,,80,48
15-DG1,28,0.152,15,0.052,-1,-1,9.35,,,-1,-1,-1,-1,,150,2,10,,,,0,2,,80,48
16-static,1,1.667,8.23,3,10,-1,19,,,,-1,-1,-1,,140,0.42,6,,,,0,,,,
16-static,3,2,8.23,3,10,-1,19,,,,-1,-1,-1,,140,0.42,6,,,,0,,,,
16-static,7,1.356,8.23,3,10,-1,19,,,,-1,-1,-1,,140,0.42,6,,,,0,,,,
16-static,14,1.044,8.23,3,10,-1,19,,,,-1,-1,-1,,140,0.42,6,,,,0,,,,
16-fluidic,1,3.422,8.23,3,10,-1,19,,,,-1,-1,-1,,140,0.42,6,,,,650,,,,
16-fluidic,3,4.356,8.23,3,10,-1,19,,,,-1,-1,-1,,140,0.42,6,,,,650,,,,
16-fluidic,7,7.067,8.23,3,10,-1,19,,,,-1,-1,-1,,140,0.42,6,,,,650,,,,
16-fluidic,14,3,8.23,3,10,-1,19,,,,-1,-1,-1,,140,0.42,6,,,,650,,,,
c13-PELA,1,47.123,10,50,-1,-1,10.11,4,4,-1,-1,-1,-1,,5.9,0.1,0.436,,,,0,1,1,20,
c13-PELA,5,31.089,10,50,-1,-1,10.11,4,4,-1,-1,-1,-1,,5.9,0.1,0.436,,,,0,1,1,20,
c13-PELA,10,19.553,10,50,-1,-1,10.11,4,4,-1,-1,-1,-1,,5.9,0.1,0.436,,,,0,1,1,20,
c13-PELA,15,13.296,10,50,-1,-1,10.11,4,4,-1,-1,-1,-1,,5.9,0.1,0.436,,,,0,1,1,20,
17-HepG2,1,0.866,4,2,-1,-1,15.709,0.88,1.5,2.2,-1,-1,-1,,,2,8,91.85,94,,7000,13,12,16,
17-HepG2,4,1.205,4,2,-1,-1,15.709,0.88,1.5,2.2,-1,-1,-1,,,2,8,91.85,94,,7000,13,12,16,
17-HepG2,7,1.247,4,2,-1,-1,15.709,0.88,1.5,2.2,-1,-1,-1,,,2,8,91.85,94,,7000,13,12,16,
17-HepG2,10,1.316,4,2,-1,-1,15.709,0.88,1.5,2.2,-1,-1,-1,,,2,8,91.85,94,,7000,13,12,16,
17-HepG2,13,1.074,4,2,-1,-1,15.709,0.88,1.5,2.2,-1,-1,-1,,,2,8,91.85,94,,7000,13,12,16,
17-HepG2-PNIPAAm,1,0.734,4,2,-1,-1,15.709,0.88,1.5,2.2,31,0.05,-1,,,2,8,91.85,94,,7000,13,12,16,
17-HepG2-PNIPAAm,4,1.261,4,2,-1,-1,15.709,0.88,1.5,2.2,31,0.05,-1,,,2,8,91.85,94,,7000,13,12,16,
17-HepG2-PNIPAAm,7,1.337,4,2,-1,-1,15.709,0.88,1.5,2.2,31,0.05,-1,,,2,8,91.85,94,,7000,13,12,16,
17-HepG2-PNIPAAm,10,1.392,4,2,-1,-1,15.709,0.88,1.5,2.2,31,0.05,-1,,,2,8,91.85,94,,7000,13,12,16,
17-HepG2-PNIPAAm,13,1.254,4,2,-1,-1,15.709,0.88,1.5,2.2,31,0.05,-1,,,2,8,91.85,94,,7000,13,12,16,
17-Huh7,1,0.911,16,2,-1,-1,15.709,0.88,1.5,2.2,-1,-1,-1,,,2,8,91.85,94,,7000,13,12,16,
17-Huh7,4,1.324,16,2,-1,-1,15.709,0.88,1.5,2.2,-1,-1,-1,,,2,8,91.85,94,,7000,13,12,16,
17-Huh7,7,1.557,16,2,-1,-1,15.709,0.88,1.5,2.2,-1,-1,-1,,,2,8,91.85,94,,7000,13,12,16,
17-Huh7,10,1.631,16,2,-1,-1,15.709,0.88,1.5,2.2,-1,-1,-1,,,2,8,91.85,94,,7000,13,12,16,
17-Huh7,13,1.303,16,2,-1,-1,15.709,0.88,1.5,2.2,-1,-1,-1,,,2,8,91.85,94,,7000,13,12,16,
17-Huh7-PNIPAAm,1,0.911,16,2,-1,-1,15.709,0.88,1.5,2.2,31,0.05,-1,,,2,8,91.85,94,,7000,13,12,16,
17-Huh7-PNIPAAm,4,1.504,16,2,-1,-1,15.709,0.88,1.5,2.2,31,0.05,-1,,,2,8,91.85,94,,7000,13,12,16,
17-Huh7-PNIPAAm,7,1.663,16,2,-1,-1,15.709,0.88,1.5,2.2,31,0.05,-1,,,2,8,91.85,94,,7000,13,12,16,
17-Huh7-PNIPAAm,10,1.917,16,2,-1,-1,15.709,0.88,1.5,2.2,31,0.05,-1,,,2,8,91.85,94,,7000,13,12,16,
17-Huh7-PNIPAAm,13,1.483,16,2,-1,-1,15.709,0.88,1.5,2.2,31,0.05,-1,,,2,8,91.85,94,,7000,13,12,16,
18-Agarose,3,29.661,4,1,-1,-1,16,0.99,-1,-1,-1,-1,-1,,,,,,,,0,11,121,20,
18-Agarose,7,35.593,4,1,-1,-1,16,0.99,-1,-1,-1,-1,-1,,,,,,,,0,11,121,20,
18-Agarose,9,56.356,4,1,-1,-1,16,0.99,-1,-1,-1,-1,-1,,,,,,,,0,11,121,20,
18-Alginate,3,56.356,4,1,-1,-1,7,0.57,-1,-1,-1,-1,-1,,,,,,,,0,12,60,,
18-Alginate,7,136.441,4,1,-1,-1,7,0.57,-1,-1,-1,-1,-1,,,,,,,,0,12,60,,
18-Alginate,9,144.35,4,1,-1,-1,7,0.57,-1,-1,-1,-1,-1,,,,,,,,0,12,60,,
18-HA-PEG,3,16.808,4,1,-1,-1,34.15,1.587,-1,-1,12,-1,-1,,,,,,,,0,9,1.2,,
18-HA-PEG,7,110.734,4,1,-1,-1,34.15,1.587,-1,-1,12,-1,-1,,,,,,,,0,9,1.2,,
18-HA-PEG,9,32.627,4,1,-1,-1,34.15,1.587,-1,-1,12,-1,-1,,,,,,,,0,9,1.2,,
19-Alg,2,30.689,10,8,-1,-1,7,1,-1,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg,4,24,10,8,-1,-1,7,1,-1,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg,6,34.623,10,8,-1,-1,7,1,-1,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg,8,61.377,10,8,-1,-1,7,1,-1,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg,10,50.361,10,8,-1,-1,7,1,-1,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg,12,38.951,10,8,-1,-1,7,1,-1,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg,14,35.41,10,8,-1,-1,7,1,-1,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg,16,25.967,10,8,-1,-1,7,1,-1,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg,18,24.787,10,8,-1,-1,7,1,-1,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg,20,15.344,10,8,-1,-1,7,1,-1,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg,22,18.098,10,8,-1,-1,7,1,-1,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg,24,13.377,10,8,-1,-1,7,1,-1,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg-col,2,21.246,10,8,-1,-1,7.5,0.8,0.02,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg-col,4,47.607,10,8,-1,-1,7.5,0.8,0.02,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg-col,6,58.23,10,8,-1,-1,7.5,0.8,0.02,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg-col,8,60.984,10,8,-1,-1,7.5,0.8,0.02,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg-col,10,77.902,10,8,-1,-1,7.5,0.8,0.02,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg-col,12,90.492,10,8,-1,-1,7.5,0.8,0.02,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg-col,14,70.426,10,8,-1,-1,7.5,0.8,0.02,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg-col,16,73.967,10,8,-1,-1,7.5,0.8,0.02,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg-col,18,85.77,10,8,-1,-1,7.5,0.8,0.02,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg-col,20,54.689,10,8,-1,-1,7.5,0.8,0.02,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg-col,22,59.016,10,8,-1,-1,7.5,0.8,0.02,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
19-Alg-col,24,52.328,10,8,-1,-1,7.5,0.8,0.02,-1,-1,-1,-1,,70,,0.1,,,,0,10,1,187.5,
20-Hep,1,15.039,10,30,-1,-1,17.5,0.7,0.023,-1,13,20,-1,,,,0.08,,,,0,9,1,0.72,
20-Hep,3,15.039,10,30,-1,-1,17.5,0.7,0.023,-1,13,20,-1,,,,0.08,,,,0,9,1,0.72,
20-Hep,5,32.298,10,30,-1,-1,17.5,0.7,0.023,-1,13,20,-1,,,,0.08,,,,0,9,1,0.72,
20-Hep,7,24.901,10,30,-1,-1,17.5,0.7,0.023,-1,13,20,-1,,,,0.08,,,,0,9,1,0.72,
20-Hep+3T3,1,8.136,10.17,30,10,-1,17.5,0.7,0.023,-1,13,20,-1,,,,0.08,,,,0,9,1,0.72,
20-Hep+3T3,3,12.821,10.17,30,10,-1,17.5,0.7,0.023,-1,13,20,-1,,,,0.08,,,,0,9,1,0.72,
20-Hep+3T3,5,46.105,10.17,30,10,-1,17.5,0.7,0.023,-1,13,20,-1,,,,0.08,,,,0,9,1,0.72,
20-Hep+3T3,7,40.927,10.17,30,10,-1,17.5,0.7,0.023,-1,13,20,-1,,,,0.08,,,,0,9,1,0.72,
20-Hep(High O2),1,20.217,10,30,-1,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Hep(High O2),3,16.519,10,30,-1,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Hep(High O2),5,36.982,10,30,-1,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Hep(High O2),7,32.298,10,30,-1,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Hep+3T3(High O2),1,13.807,10.17,30,10,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Hep+3T3(High O2),3,21.45,10.17,30,10,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Hep+3T3(High O2),5,67.308,10.17,30,10,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Hep+3T3(High O2),7,77.416,10.17,30,10,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Fiber(+O2),2,30.713,10,30,-1,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Fiber(+O2),5,38.084,10,30,-1,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Fiber(+O2),7,36.036,10,30,-1,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Fiber(+O2),10,23.342,10,30,-1,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Fiber(+O2),12,14.742,10,30,-1,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Fiber(+O2),15,10.238,10,30,-1,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Fiber(+O2),17,8.19,10,30,-1,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Fiber(+O2),20,6.143,10,30,-1,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Fiber(+O2),24,4.095,10,30,-1,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
20-Fiber(+O2),28,2.867,10,30,-1,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
"20-Fiber(+3T3,O2)",2,36.855,10.17,30,10,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
"20-Fiber(+3T3,O2)",5,35.217,10.17,30,10,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
"20-Fiber(+3T3,O2)",7,72.482,10.17,30,10,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
"20-Fiber(+3T3,O2)",10,69.615,10.17,30,10,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
"20-Fiber(+3T3,O2)",12,132.269,10.17,30,10,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
"20-Fiber(+3T3,O2)",15,113.432,10.17,30,10,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
"20-Fiber(+3T3,O2)",17,135.135,10.17,30,10,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
"20-Fiber(+3T3,O2)",20,95.823,10.17,30,10,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
"20-Fiber(+3T3,O2)",24,100.737,10.17,30,10,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
"20-Fiber(+3T3,O2)",28,99.918,10.17,30,10,-1,17.5,0.7,0.023,-1,13,35,-1,,,,0.08,,,,0,9,1,0.72,
21-H+E,3,422.951,10,0.75,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,0,6.14,2,7.5,37
21-H+E,4,302.951,10,0.75,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,0,6.14,2,7.5,37
21-H+E,6,228.197,10,0.75,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,0,6.14,2,7.5,37
21-H+E,8,161.311,10,0.75,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,0,6.14,2,7.5,37
21-H+E,14,120,10,0.75,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,0,6.14,2,7.5,37
21-H+E,20,66.885,10,0.75,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,0,6.14,2,7.5,37
21-H+M+E,3,509.508,10.15,0.75,0.15,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,0,6.14,2,7.5,37
21-H+M+E,4,464.262,10.15,0.75,0.15,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,0,6.14,2,7.5,37
21-H+M+E,6,381.639,10.15,0.75,0.15,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,0,6.14,2,7.5,37
21-H+M+E,8,330.492,10.15,0.75,0.15,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,0,6.14,2,7.5,37
21-H+M+E,14,192.787,10.15,0.75,0.15,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,0,6.14,2,7.5,37
21-H+M+E,20,118.033,10.15,0.75,0.15,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,0,6.14,2,7.5,37
22-3D,2,24.277,10,0.5,-1,-1,5,0.165,-1,-1,-1,-1,-1,,,,,,,,0,14,7.4,37,
22-3D,3,29.364,10,0.5,-1,-1,5,0.165,-1,-1,-1,-1,-1,,,,,,,,0,14,7.4,37,
22-3D,5,35.838,10,0.5,-1,-1,5,0.165,-1,-1,-1,-1,-1,,,,,,,,0,14,7.4,37,
22-3D,7,51.098,10,0.5,-1,-1,5,0.165,-1,-1,-1,-1,-1,,,,,,,,0,14,7.4,37,
22-3D,9,43.006,10,0.5,-1,-1,5,0.165,-1,-1,-1,-1,-1,,,,,,,,0,14,7.4,37,
22-3D,11,40.462,10,0.5,-1,-1,5,0.165,-1,-1,-1,-1,-1,,,,,,,,0,14,7.4,37,
22-3D,13,33.526,10,0.5,-1,-1,5,0.165,-1,-1,-1,-1,-1,,,,,,,,0,14,7.4,37,
22-3D,15,18.497,10,0.5,-1,-1,5,0.165,-1,-1,-1,-1,-1,,,,,,,,0,14,7.4,37,
23-T-SDS,1,11.127,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,1.3
23-T-SDS,2,51.972,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,1.3
23-T-SDS,3,41.408,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,1.3
23-T-SDS,4,46.761,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,1.3
23-T-SDS,5,49.296,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,1.3
23-T-SDS,6,47.606,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,1.3
23-T-SDS,7,41.549,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,1.3
23-S-SDS,1,10.986,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,4.3
23-S-SDS,2,32.535,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,4.3
23-S-SDS,3,35.07,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,4.3
23-S-SDS,4,44.085,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,4.3
23-S-SDS,5,39.577,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,4.3
23-S-SDS,6,37.606,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,4.3
23-S-SDS,7,33.239,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,4.3
23-SDS,1,8.028,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,3
23-SDS,2,23.38,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,3
23-SDS,3,21.127,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,3
23-SDS,4,23.803,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,3
23-SDS,5,24.366,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,3
23-SDS,6,26.338,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,3
23-SDS,7,21.408,10,1,-1,-1,18,-1,-1,-1,-1,-1,-1,,,,,,,,20000,6,2,27.5,3
24-PuraMatrix,10,127.208,10,0.25,-1,-1,36,,-1,-1,34,,-1,,52.5,,,,,,0,,,,
24-PuraMatrix,30,101.258,10,0.25,-1,-1,36,,-1,-1,34,,-1,,52.5,,,,,,0,,,,
24-PuraMatrix,60,108.382,10,0.25,-1,-1,36,,-1,-1,34,,-1,,52.5,,,,,,0,,,,
24-PuraMatrix,90,113.47,10,0.25,-1,-1,36,,-1,-1,34,,-1,,52.5,,,,,,0,,,,
25-iMPH,6,63.114,1,0.8,-1,-1,21,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPH,8,72.415,1,0.8,-1,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPH,10,72.415,1,0.8,-1,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPH,12,48.498,1,0.8,-1,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPH,14,49.827,1,0.8,-1,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPH,16,35.875,1,0.8,-1,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPH,18,26.574,1,0.8,-1,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPH,20,27.903,1,0.8,-1,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPH,22,19.931,1,0.8,-1,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPH,24,26.574,1,0.8,-1,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPH,26,29.232,1,0.8,-1,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPH,28,31.889,1,0.8,-1,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPCC,6,144.83,1.21,0.8,0.4,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPCC,8,150.81,1.21,0.8,0.4,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPCC,10,164.761,1.21,0.8,0.4,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPCC,12,158.118,1.21,0.8,0.4,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPCC,14,156.125,1.21,0.8,0.4,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPCC,16,156.125,1.21,0.8,0.4,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPCC,18,178.713,1.21,0.8,0.4,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPCC,20,144.83,1.21,0.8,0.4,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPCC,22,144.166,1.21,0.8,0.4,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPCC,24,167.419,1.21,0.8,0.4,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPCC,26,158.782,1.21,0.8,0.4,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
25-iMPCC,28,164.761,1.21,0.8,0.4,-1,,,-1,-1,-1,-1,-1,,,,,,,,0,,,,
1-PLGA,1,,8,10,-1,-1,12,8,-1,-1,-1,-1,-1,,27.5,3,6,95.9,,,0,1,0.5,20,13.4
1-PLGA,3,,8,10,-1,-1,12,8,-1,-1,-1,-1,-1,,27.5,3,6,95.9,,,0,1,0.5,20,13.4
1-PLGA,4,,8,10,-1,-1,12,8,-1,-1,-1,-1,-1,,27.5,3,6,95.9,,,0,1,0.5,20,13.4
1-PLGA,5,,8,10,-1,-1,12,8,-1,-1,-1,-1,-1,,27.5,3,6,95.9,,,0,1,0.5,20,13.4
1-PLGA,6,,8,10,-1,-1,12,8,-1,-1,-1,-1,-1,,27.5,3,6,95.9,,,0,1,0.5,20,13.4
1-PLGA,8,,8,10,-1,-1,12,8,-1,-1,-1,-1,-1,,27.5,3,6,95.9,,,0,1,0.5,20,13.4
1-PLGA,9,,8,10,-1,-1,12,8,-1,-1,-1,-1,-1,,27.5,3,6,95.9,,,0,1,0.5,20,13.4
1-PLGA,10,,8,10,-1,-1,12,8,-1,-1,-1,-1,-1,,27.5,3,6,95.9,,,0,1,0.5,20,13.4
1-PLGA,12,,8,10,-1,-1,12,8,-1,-1,-1,-1,-1,,27.5,3,6,95.9,,,0,1,0.5,20,13.4
1-PLGA,13,,8,10,-1,-1,12,8,-1,-1,-1,-1,-1,,27.5,3,6,95.9,,,0,1,0.5,20,13.4
1-PLGA-Chigh,1,,8,10,-1,-1,12,8,-1,-1,1,0.008,-1,,26.7,3,6,95.9,,,0,1,0.5,20,13.4
