Feature,Day,Albumin,Cell,Cell Seeding,Co-Cell Seeding,Material,Material-1-Con,Material-2-Con,Modification,Modi-1-Con,Modi-2-Con,Cross-linking,Self-circulated,Multi-organ,Medium,Medium-out,Serum-out,Medium-in,Serum-in,Shear Stress,Flow Rate,Channel Width,Physical-sti,Channel Material,Biochemical-sti
5-Dynamic mo,5,,8,1,0.25,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,-1,-1,,1500,,-1,2,-1
5-Dynamic mo,6,,8,1,0.25,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,-1,-1,,1500,,-1,2,-1
6-chip,1,,8,0.375,-1,37,,-1,1,,-1,,1,2,1,3,-1,-1,-1,,0.06,,-1,,-1
6-chip,2,,8,0.375,-1,37,,-1,1,,-1,,1,2,1,3,-1,-1,-1,,0.06,,-1,,-1
6-chip,4,,8,0.375,-1,37,,-1,1,,-1,,1,2,1,3,-1,-1,-1,,0.06,,-1,,-1
6-chip,6,,8,0.375,-1,37,,-1,1,,-1,,1,2,1,3,-1,-1,-1,,0.06,,-1,,-1
6-chip,8,,8,0.375,-1,37,,-1,1,,-1,,1,2,1,3,-1,-1,-1,,0.06,,-1,,-1
6-chip,9,,8,0.375,-1,37,,-1,1,,-1,,1,2,1,3,-1,-1,-1,,0.06,,-1,,-1
6-chip,11,,8,0.375,-1,37,,-1,1,,-1,,1,2,1,3,-1,-1,-1,,0.06,,-1,,-1
6-chip,13,,8,0.375,-1,37,,-1,1,,-1,,1,2,1,3,-1,-1,-1,,0.06,,-1,,-1
6-chip,15,,8,0.375,-1,37,,-1,1,,-1,,1,2,1,3,-1,-1,-1,,0.06,,-1,,-1
6-chip,16,,8,0.375,-1,37,,-1,1,,-1,,1,2,1,3,-1,-1,-1,,0.06,,-1,,-1
6-chip,18,,8,0.375,-1,37,,-1,1,,-1,,1,2,1,3,-1,-1,-1,,0.06,,-1,,-1
7-OrganoPlate,2,,1,15,15,5,0.226,-1,-1,-1,-1,,1,2,1,2,1,-1,-1,,1.18,0.22,-1,3,-1
7-OrganoPlate,3,,1,15,15,5,0.226,-1,-1,-1,-1,,1,2,1,2,1,-1,-1,,1.18,0.22,-1,3,-1
7-OrganoPlate,4,,1,15,15,5,0.226,-1,-1,-1,-1,,1,2,1,2,1,-1,-1,,1.18,0.22,-1,3,-1
7-OrganoPlate,6,,1,15,15,5,0.226,-1,-1,-1,-1,,1,2,1,2,1,-1,-1,,1.18,0.22,-1,3,-1
7-OrganoPlate,7,,1,15,15,5,0.226,-1,-1,-1,-1,,1,2,1,2,1,-1,-1,,1.18,0.22,-1,3,-1
7-OrganoPlate,8,,1,15,15,5,0.226,-1,-1,-1,-1,,1,2,1,2,1,-1,-1,,1.18,0.22,-1,3,-1
7-OrganoPlate,10,,1,15,15,5,0.226,-1,-1,-1,-1,,1,2,1,2,1,-1,-1,,1.18,0.22,-1,3,-1
7-OrganoPlate,11,,1,15,15,5,0.226,-1,-1,-1,-1,,1,2,1,2,1,-1,-1,,1.18,0.22,-1,3,-1
7-OrganoPlate,12,,1,15,15,5,0.226,-1,-1,-1,-1,,1,2,1,2,1,-1,-1,,1.18,0.22,-1,3,-1
7-OrganoPlate,13,,1,15,15,5,0.226,-1,-1,-1,-1,,1,2,1,2,1,-1,-1,,1.18,0.22,-1,3,-1
11-multi-organ,1,,,0.15,0.25,23,,,-1,-1,-1,-1,1,1,2,,,2,1,,20.5,,-1,,-1
11-multi-organ,2,,,0.15,0.25,23,,,-1,-1,-1,-1,1,1,2,,,2,1,,20.5,,-1,,-1
11-multi-organ,4,,,0.15,0.25,23,,,-1,-1,-1,-1,1,1,2,,,2,1,,20.5,,-1,,-1
11-multi-organ,5,,,0.15,0.25,23,,,-1,-1,-1,-1,1,1,2,,,2,1,,20.5,,-1,,-1
11-multi-organ,6,,,0.15,0.25,23,,,-1,-1,-1,-1,1,1,2,,,2,1,,20.5,,-1,,-1
11-multi-organ,8,,,0.15,0.25,23,,,-1,-1,-1,-1,1,1,2,,,2,1,,20.5,,-1,,-1
11-multi-organ,9,,,0.15,0.25,23,,,-1,-1,-1,-1,1,1,2,,,2,1,,20.5,,-1,,-1
11-multi-organ,10,,,0.15,0.25,23,,,-1,-1,-1,-1,1,1,2,,,2,1,,20.5,,-1,,-1
11-multi-organ,11,,,0.15,0.25,23,,,-1,-1,-1,-1,1,1,2,,,2,1,,20.5,,-1,,-1
11-multi-organ,12,,,0.15,0.25,23,,,-1,-1,-1,-1,1,1,2,,,2,1,,20.5,,-1,,-1
11-multi-organ,13,,,0.15,0.25,23,,,-1,-1,-1,-1,1,1,2,,,2,1,,20.5,,-1,,-1
12-HepG2,1,,4,5,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,1,-1,-1,0.01,1,0.05,-1,1,-1
12-HepG2,5,,4,5,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,1,-1,-1,0.01,1,0.05,-1,1,-1
12-HepG2,7,,4,5,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,1,-1,-1,0.01,1,0.05,-1,1,-1
12-HepG2,9,,4,5,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,1,-1,-1,0.01,1,0.05,-1,1,-1
12-HepG2,11,,4,5,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,1,-1,-1,0.01,1,0.05,-1,1,-1
12-HepG2,13,,4,5,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,1,-1,-1,0.01,1,0.05,-1,1,-1
12-Static,1,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,,0,0.05,-1,1,-1
12-Static,3,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,,0,0.05,-1,1,-1
12-Static,4,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,,0,0.05,-1,1,-1
12-Static,6,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,,0,0.05,-1,1,-1
12-Static,7,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,,0,0.05,-1,1,-1
12-Static,9,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,,0,0.05,-1,1,-1
12-Static,11,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,,0,0.05,-1,1,-1
12-Static,13,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,,0,0.05,-1,1,-1
12-Static,14,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,,0,0.05,-1,1,-1
12-Static,16,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,,0,0.05,-1,1,-1
12-Static,18,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,,0,0.05,-1,1,-1
12-Static,19,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,,0,0.05,-1,1,-1
12-Static,20,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,,0,0.05,-1,1,-1
12-Device,1,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,0.01,1,0.05,-1,1,-1
12-Device,3,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,0.01,1,0.05,-1,1,-1
12-Device,4,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,0.01,1,0.05,-1,1,-1
12-Device,6,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,0.01,1,0.05,-1,1,-1
12-Device,7,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,0.01,1,0.05,-1,1,-1
12-Device,9,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,0.01,1,0.05,-1,1,-1
12-Device,11,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,0.01,1,0.05,-1,1,-1
12-Device,13,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,0.01,1,0.05,-1,1,-1
12-Device,14,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,0.01,1,0.05,-1,1,-1
12-Device,16,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,0.01,1,0.05,-1,1,-1
12-Device,18,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,0.01,1,0.05,-1,1,-1
12-Device,19,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,0.01,1,0.05,-1,1,-1
12-Device,20,,1,,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,5,-1,-1,-1,0.01,1,0.05,-1,1,-1
13-0,2,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,0,0.2,-1,1,-1
13-0,3,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,0,0.2,-1,1,-1
13-0,4,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,0,0.2,-1,1,-1
13-0,6,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,0,0.2,-1,1,-1
13-0,7,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,0,0.2,-1,1,-1
13-0,8,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,0,0.2,-1,1,-1
13-0,9,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,0,0.2,-1,1,-1
13-0,11,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,0,0.2,-1,1,-1
13-0,12,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,0,0.2,-1,1,-1
13-0,13,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,0,0.2,-1,1,-1
13-0,14,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,0,0.2,-1,1,-1
13-25,2,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,25,0.2,-1,1,-1
13-25,3,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,25,0.2,-1,1,-1
13-25,4,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,25,0.2,-1,1,-1
13-25,6,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,25,0.2,-1,1,-1
13-25,7,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,25,0.2,-1,1,-1
13-25,8,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,25,0.2,-1,1,-1
13-25,9,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,25,0.2,-1,1,-1
13-25,11,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,25,0.2,-1,1,-1
13-25,12,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,25,0.2,-1,1,-1
13-25,13,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,25,0.2,-1,1,-1
13-25,14,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,25,0.2,-1,1,-1
13-50,2,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,50,0.2,-1,1,-1
13-50,3,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,50,0.2,-1,1,-1
13-50,4,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,50,0.2,-1,1,-1
13-50,6,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,50,0.2,-1,1,-1
13-50,7,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,50,0.2,-1,1,-1
13-50,8,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,50,0.2,-1,1,-1
13-50,9,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,50,0.2,-1,1,-1
13-50,11,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,50,0.2,-1,1,-1
13-50,12,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,50,0.2,-1,1,-1
13-50,13,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,50,0.2,-1,1,-1
13-50,14,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,50,0.2,-1,1,-1
13-75,2,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,75,0.2,-1,1,-1
13-75,3,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,75,0.2,-1,1,-1
13-75,4,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,75,0.2,-1,1,-1
13-75,6,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,75,0.2,-1,1,-1
13-75,7,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,75,0.2,-1,1,-1
13-75,8,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,75,0.2,-1,1,-1
13-75,9,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,75,0.2,-1,1,-1
13-75,11,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,75,0.2,-1,1,-1
13-75,12,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,75,0.2,-1,1,-1
13-75,13,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,75,0.2,-1,1,-1
13-75,14,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,75,0.2,-1,1,-1
13-100,2,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,100,0.2,-1,1,-1
13-100,3,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,100,0.2,-1,1,-1
13-100,4,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,100,0.2,-1,1,-1
13-100,6,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,100,0.2,-1,1,-1
13-100,7,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,100,0.2,-1,1,-1
13-100,8,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,100,0.2,-1,1,-1
13-100,9,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,100,0.2,-1,1,-1
13-100,11,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,100,0.2,-1,1,-1
13-100,12,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,100,0.2,-1,1,-1
13-100,13,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,100,0.2,-1,1,-1
13-100,14,,10,50,-1,10.11,4,4,-1,-1,-1,,2,2,1,,1,-1,-1,,100,0.2,-1,1,-1
14-Static,1,,10,10,-1,5,0.1,-1,-1,-1,-1,,2,2,1,3,-1,-1,-1,,0,,2,1,-1
14-Static,3,,10,10,-1,5,0.1,-1,-1,-1,-1,,2,2,1,3,-1,-1,-1,,0,,,1,-1
14-Static,5,,10,10,-1,5,0.1,-1,-1,-1,-1,,2,2,1,3,-1,-1,-1,,0,,,1,-1
14-Static,7,,10,10,-1,5,0.1,-1,-1,-1,-1,,2,2,1,3,-1,-1,-1,,0,,,1,-1
14-Static,9,,10,10,-1,5,0.1,-1,-1,-1,-1,,2,2,1,3,-1,-1,-1,,0,,,1,-1
14-Static,11,,10,10,-1,5,0.1,-1,-1,-1,-1,,2,2,1,3,-1,-1,-1,,0,,,1,-1
14-Static,13,,10,10,-1,5,0.1,-1,-1,-1,-1,,2,2,1,3,-1,-1,-1,,0,,,1,-1
14-Flow,1,,10,10,-1,5,0.1,-1,-1,-1,-1,,2,2,1,3,-1,-1,-1,,0.083,,,1,-1
14-Flow,3,,10,10,-1,5,0.1,-1,-1,-1,-1,,2,2,1,3,-1,-1,-1,,0.083,,,1,-1
14-Flow,5,,10,10,-1,5,0.1,-1,-1,-1,-1,,2,2,1,3,-1,-1,-1,,0.083,,,1,-1
14-Flow,7,,10,10,-1,5,0.1,-1,-1,-1,-1,,2,2,1,3,-1,-1,-1,,0.083,,,1,-1
14-Flow,9,,10,10,-1,5,0.1,-1,-1,-1,-1,,2,2,1,3,-1,-1,-1,,0.083,,,1,-1
14-Flow,11,,10,10,-1,5,0.1,-1,-1,-1,-1,,2,2,1,3,-1,-1,-1,,0.083,,,1,-1
14-Flow,13,,10,10,-1,5,0.1,-1,-1,-1,-1,,2,2,1,3,-1,-1,-1,,0.083,,,1,-1
15-Zone1,1,,8.14,2.75,0.4,-1,-1,-1,-1,-1,-1,-1,,2,1,6,1,-1,-1,,0.25,6,1,1,-1
15-Zone1,3,,8.14,2.75,0.4,-1,-1,-1,-1,-1,-1,-1,,2,1,6,1,-1,-1,,0.25,6,1,1,-1
15-Zone1,5,,8.14,2.75,0.4,-1,-1,-1,-1,-1,-1,-1,,2,1,6,1,-1,-1,,0.25,6,1,1,-1
15-Zone1,7,,8.14,2.75,0.4,-1,-1,-1,-1,-1,-1,-1,,2,1,6,1,-1,-1,,0.25,6,1,1,-1
15-Zone1,9,,8.14,2.75,0.4,-1,-1,-1,-1,-1,-1,-1,,2,1,6,1,-1,-1,,0.25,6,1,1,-1
15-Zone1,11,,8.14,2.75,0.4,-1,-1,-1,-1,-1,-1,-1,,2,1,6,1,-1,-1,,0.25,6,1,1,-1
15-Zone1,13,,8.14,2.75,0.4,-1,-1,-1,-1,-1,-1,-1,,2,1,6,1,-1,-1,,0.25,6,1,1,-1
15-Zone3,1,,8.14,2.75,0.4,-1,-1,-1,-1,-1,-1,-1,,2,1,6,1,-1,-1,,0.083,6,1,1,-1
15-Zone3,3,,8.14,2.75,0.4,-1,-1,-1,-1,-1,-1,-1,,2,1,6,1,-1,-1,,0.083,6,1,1,-1
15-Zone3,5,,8.14,2.75,0.4,-1,-1,-1,-1,-1,-1,-1,,2,1,6,1,-1,-1,,0.083,6,1,1,-1
15-Zone3,7,,8.14,2.75,0.4,-1,-1,-1,-1,-1,-1,-1,,2,1,6,1,-1,-1,,0.083,6,1,1,-1
15-Zone3,9,,8.14,2.75,0.4,-1,-1,-1,-1,-1,-1,-1,,2,1,6,1,-1,-1,,0.083,6,1,1,-1
15-Zone3,11,,8.14,2.75,0.4,-1,-1,-1,-1,-1,-1,-1,,2,1,6,1,-1,-1,,0.083,6,1,1,-1
15-Zone3,13,,8.14,2.75,0.4,-1,-1,-1,-1,-1,-1,-1,,2,1,6,1,-1,-1,,0.083,6,1,1,-1
17-PIC,1,,10,0.1,-1,-1,-1,-1,-1,-1,-1,,2,2,1,3,,-1,-1,,1.667,,-1,1,-1
17-PIC,3,,10,0.1,-1,-1,-1,-1,-1,-1,-1,,2,2,1,3,,-1,-1,,1.667,,-1,1,-1
17-PIC,5,,10,0.1,-1,-1,-1,-1,-1,-1,-1,,2,2,1,3,,-1,-1,,1.667,,-1,1,-1
17-PIC,7,,10,0.1,-1,-1,-1,-1,-1,-1,-1,,2,2,1,3,,-1,-1,,1.667,,-1,1,-1
17-PIC,9,,10,0.1,-1,-1,-1,-1,-1,-1,-1,,2,2,1,3,,-1,-1,,1.667,,-1,1,-1
17-PIC,10,,10,0.1,-1,-1,-1,-1,-1,-1,-1,,2,2,1,3,,-1,-1,,1.667,,-1,1,-1
17-PIC,11,,10,0.1,-1,-1,-1,-1,-1,-1,-1,,2,2,1,3,,-1,-1,,1.667,,-1,1,-1
17-PIC,13,,10,0.1,-1,-1,-1,-1,-1,-1,-1,,2,2,1,3,,-1,-1,,1.667,,-1,1,-1
